LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner
IO1N5FGCMX,19,70339,168776,528,83,1,13.64,12,0.17,High School,Unemployed,Divorced,No,No,Other,Yes
TD3H5506HU,19,67895,12136,308,108,2,8.46,36,0.72,PhD,Self-employed,Divorced,No,No,Education,No
SGRERRY2X1,45,55996,174034,742,2,3,14.13,36,0.56,High School,Full-time,Married,Yes,No,Home,Yes
F7VA6M2020,40,45622,115010,716,82,4,9.58,12,0.37,Bachelor's,Unemployed,Divorced,No,Yes,Education,No
NND997EK0D,54,77280,194794,383,3,3,3.98,24,0.74,High School,Full-time,Married,No,No,Other,Yes
KMIB8RSNMG,49,30010,67612,550,5,3,12.41,48,0.84,Bachelor's,Part-time,Married,Yes,Yes,Business,No
HZBMWBJOU9,50,56946,6451,645,69,1,6.98,48,0.1,Bachelor's,Full-time,Married,No,Yes,Home,No
2JR521RD87,18,139771,118684,401,89,4,5.43,36,0.13,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes
HP7CV18G5X,36,74307,66303,433,79,4,19.1,12,0.82,High School,Unemployed,Married,Yes,No,Other,Yes
GQUEEYR3RO,19,97219,189133,663,40,2,15.05,48,0.14,Bachelor's,Self-employed,Single,No,Yes,Business,No
2MUHBYI7YY,61,26051,196898,367,66,3,23.65,60,0.89,Bachelor's,Self-employed,Divorced,No,Yes,Home,No
IXFXTJTXZO,43,65835,212489,650,90,1,3.88,12,0.22,Bachelor's,Self-employed,Divorced,No,Yes,Other,No
75Y4RGIRH5,49,148568,110680,578,75,4,21.22,60,0.69,Bachelor's,Unemployed,Married,Yes,No,Business,Yes
P3JHU21VK8,23,117261,214837,596,65,1,4.1,48,0.33,PhD,Full-time,Married,No,No,Education,Yes
DWHBFMGFAS,49,39184,142572,533,0,2,9.43,60,0.35,High School,Full-time,Single,No,Yes,Auto,Yes
MVQQHG640L,21,90751,68033,419,106,2,8.73,36,0.39,Master's,Self-employed,Single,No,No,Auto,Yes
33CUQMJVU2,28,15223,101750,593,31,2,24.41,60,0.13,Master's,Part-time,Married,Yes,Yes,Home,Yes
H2L9D20SWT,34,75449,214723,466,9,4,13.31,24,0.61,PhD,Unemployed,Single,No,No,Other,No
TFCEYQEDOZ,55,37451,43127,478,82,3,7.59,60,0.56,PhD,Self-employed,Divorced,No,No,Other,Yes
RK0U8UC2F0,41,87219,169189,401,103,1,17.73,60,0.73,PhD,Full-time,Divorced,No,Yes,Business,Yes
SU2M43X56S,22,51990,119516,412,36,4,4.27,12,0.53,High School,Self-employed,Married,No,Yes,Home,No
V55SRRDCV0,69,97532,199859,375,56,1,11.31,12,0.54,PhD,Full-time,Divorced,No,No,Other,No
50N5EPDP3C,51,84734,188838,655,33,4,7.85,36,0.77,High School,Unemployed,Divorced,Yes,Yes,Auto,No
ZTUHI6CYPN,23,74090,205698,571,39,3,16.93,36,0.62,Bachelor's,Part-time,Single,No,Yes,Home,Yes
OFO0NGL3JH,39,138971,140639,666,27,2,23.26,60,0.86,PhD,Unemployed,Divorced,No,No,Home,Yes
8E1PRPFG2M,28,85129,180135,809,62,4,10.89,12,0.7,Bachelor's,Full-time,Single,Yes,Yes,Auto,Yes
U6PDHQHG5M,65,41931,5769,849,7,2,7.7,60,0.68,PhD,Self-employed,Divorced,No,No,Other,Yes
B3HP1RXJD2,33,140328,69711,826,49,2,23.01,48,0.75,High School,Unemployed,Married,No,Yes,Auto,No
Z0ASQQ05HW,50,36135,185019,629,110,1,20.85,24,0.88,Master's,Self-employed,Divorced,Yes,Yes,Business,No
58XA8SA33N,26,19860,79822,788,92,3,14.71,36,0.43,Master's,Unemployed,Married,Yes,Yes,Home,Yes
15O5S6PVTD,23,25382,143017,399,107,4,10.46,48,0.74,PhD,Full-time,Married,Yes,No,Education,Yes
V0QRIPQBZF,33,132284,178353,317,49,3,2.16,24,0.58,High School,Part-time,Divorced,No,Yes,Education,No
UY6UL28N11,46,149269,112616,376,41,3,16.21,24,0.33,Bachelor's,Self-employed,Single,No,Yes,Other,No
FZTU40EMDO,20,18625,58127,643,84,4,12.12,60,0.55,Bachelor's,Unemployed,Married,Yes,No,Other,No
4H3Z8AT19F,37,109407,141444,332,98,2,14.12,24,0.33,PhD,Full-time,Married,Yes,No,Home,No
DGIFFYF59S,53,112739,79572,475,44,1,21.33,48,0.13,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes
JR6FGLX96O,36,125253,99149,809,3,3,8.71,24,0.13,PhD,Self-employed,Single,No,No,Auto,No
YNOFR9HOUA,43,135815,117606,382,50,2,12.82,12,0.5,Bachelor's,Part-time,Single,Yes,Yes,Home,Yes
03IJ9D5QLL,20,109299,237498,720,101,3,23.51,48,0.63,High School,Part-time,Divorced,Yes,No,Other,Yes
YUSOXYNZ8S,36,36766,238080,841,7,2,10.38,24,0.3,High School,Self-employed,Married,Yes,No,Business,Yes
RVA3MZFPQA,37,110938,104428,352,66,1,12.9,24,0.84,High School,Self-employed,Divorced,No,No,Other,Yes
4P405KE31H,49,20550,195705,466,107,2,18.72,12,0.6,Master's,Self-employed,Divorced,No,No,Education,No
4KO4LE1OWF,24,99820,100491,328,39,3,11.46,24,0.64,PhD,Unemployed,Single,Yes,No,Business,Yes
UQ3W3I5GCH,69,50325,194550,469,73,3,11.84,60,0.55,PhD,Part-time,Married,Yes,No,Home,Yes
7KDYZK40S5,58,90691,58855,614,119,2,14.19,36,0.61,Master's,Part-time,Married,No,Yes,Other,Yes
VLNKDNKOM7,50,29876,203759,342,69,4,15.41,24,0.26,Master's,Unemployed,Single,Yes,Yes,Education,No
VRV15ZOM5H,57,120684,69420,642,96,1,5.6,48,0.17,PhD,Self-employed,Married,No,No,Home,Yes
US2AZ8WC6K,56,49119,138981,678,22,1,10.58,24,0.11,Bachelor's,Part-time,Single,No,No,Education,Yes
9RCV0EWLIA,35,127186,91246,806,75,2,6.69,24,0.73,Master's,Self-employed,Divorced,Yes,No,Business,No
QNWQWY4A8L,57,23764,78444,315,21,2,24.61,36,0.56,Bachelor's,Part-time,Single,Yes,No,Auto,Yes
4T9VELCA7Z,18,148711,221638,477,16,2,19.44,24,0.9,Master's,Full-time,Married,Yes,Yes,Education,No
WET49DIZL2,28,38051,210838,595,105,1,4.98,24,0.6,High School,Unemployed,Single,Yes,Yes,Home,Yes
UZUW6Q652D,45,146321,148088,304,106,2,18.69,24,0.5,PhD,Part-time,Married,Yes,No,Education,No
7RF5Y4XJY6,42,44991,63637,312,28,3,7.54,24,0.14,PhD,Full-time,Married,No,Yes,Home,Yes
KH9NVRPWC7,67,27623,71510,680,91,2,17.82,24,0.67,PhD,Full-time,Married,Yes,No,Business,No
67S6C7KRDL,40,58540,127266,476,116,2,15.66,24,0.33,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes
4HCM96RL9M,48,51719,248465,339,23,3,9.41,60,0.46,Master's,Unemployed,Married,No,No,Business,No
B79XUKEJEY,47,34638,136472,754,6,4,20.06,60,0.15,Master's,Part-time,Married,No,Yes,Auto,Yes
MV1EDKD8F2,59,49164,162916,530,18,1,15.52,60,0.57,Bachelor's,Self-employed,Single,Yes,Yes,Education,No
UTY71M1X1F,52,139946,184340,499,95,1,19.53,60,0.36,Master's,Self-employed,Single,Yes,Yes,Education,Yes
RIWF6WCOK0,24,83151,234323,324,64,1,9.38,12,0.21,Master's,Full-time,Divorced,No,No,Auto,No
C9HJ0TLWH0,33,60484,116501,546,97,1,22.56,24,0.39,High School,Part-time,Married,No,Yes,Other,Yes
CD49UF1ITV,43,56029,237121,518,29,4,22.24,36,0.38,Master's,Part-time,Divorced,No,No,Other,Yes
3QELBX3NIS,65,127576,205024,461,58,4,11.9,60,0.73,Master's,Full-time,Married,Yes,No,Home,No
L6KHAI5B84,69,16945,167105,396,30,4,5.78,60,0.87,PhD,Full-time,Married,Yes,No,Auto,No
0N6Q6Z8IT5,66,126029,11864,787,23,1,10.72,36,0.76,Master's,Full-time,Single,Yes,No,Education,No
UN4QK8ABJE,19,92790,52133,815,14,3,14.88,24,0.11,PhD,Self-employed,Married,No,No,Education,Yes
FOMH6E9WNI,18,94495,194108,626,31,1,18.03,36,0.21,Master's,Self-employed,Married,Yes,No,Education,Yes
1ARY4VJOSS,65,60298,97181,399,20,1,4.21,24,0.32,PhD,Part-time,Single,No,No,Business,Yes
YC80M0Q6VF,29,21718,150488,816,81,2,7.83,12,0.21,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes
FTBPDPK0XW,22,17957,64185,659,3,3,24.28,60,0.3,PhD,Unemployed,Single,No,No,Auto,Yes
1FREX4V8KS,54,110964,63551,641,110,1,12.37,12,0.52,Master's,Self-employed,Divorced,No,Yes,Auto,No
BN2C061O2L,49,22881,151191,823,118,3,12.17,48,0.48,Bachelor's,Full-time,Single,No,No,Auto,Yes
Z4I4FE6YJT,26,27633,130243,518,82,3,23.74,60,0.63,PhD,Self-employed,Divorced,Yes,No,Home,Yes
ABQ83F1XM9,58,122515,180859,698,45,3,3.4,48,0.33,Bachelor's,Full-time,Single,Yes,No,Other,No
57DZGY1KNU,52,129391,222103,402,84,2,2.92,24,0.8,High School,Unemployed,Divorced,No,No,Auto,Yes
7J7WVP54KG,36,118282,106919,718,112,1,13.88,24,0.4,PhD,Self-employed,Married,Yes,Yes,Education,No
FDRMZIR7VN,65,30370,170883,648,20,3,9.49,24,0.67,Master's,Unemployed,Single,No,Yes,Home,Yes
6X4KN74CUM,33,100822,249620,592,17,4,7.93,60,0.69,High School,Self-employed,Married,Yes,No,Education,Yes
4XCZD7SC31,20,143978,42768,559,83,3,12.47,60,0.69,High School,Self-employed,Divorced,No,No,Education,No
TLRE6XAPIG,37,98252,76613,586,119,1,21.6,60,0.74,Master's,Full-time,Single,No,No,Education,No
810DQ8HV4Y,41,83488,73238,324,19,3,6.3,48,0.4,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,Yes
7YGZ56I3Q7,50,90093,124701,331,33,2,4.39,48,0.47,PhD,Self-employed,Divorced,No,No,Home,No
DSFBKFPF4A,41,147188,136447,517,85,1,7.01,24,0.38,High School,Part-time,Married,Yes,No,Education,Yes
9ISJNC8I6T,69,109647,130258,644,17,2,8.12,60,0.5,Master's,Part-time,Single,No,No,Auto,No
THL5P234XY,28,123690,163015,435,24,2,23.05,48,0.16,Master's,Full-time,Married,Yes,No,Auto,No
QJP0UMLML1,66,93229,196998,677,5,1,13.72,36,0.63,Bachelor's,Self-employed,Married,No,No,Business,Yes
X6IA0SWSSS,25,111552,46936,777,99,1,7.28,24,0.14,Master's,Full-time,Divorced,No,No,Education,No
S33KHLZ8P1,53,133523,157184,569,38,4,19.32,12,0.1,PhD,Full-time,Divorced,No,Yes,Auto,Yes
QNCUACHK6D,55,138123,129240,773,44,1,17.53,60,0.84,Master's,Self-employed,Divorced,Yes,Yes,Home,No
NETCQSCB6K,57,50597,24961,399,70,4,24.8,36,0.34,Master's,Full-time,Divorced,No,Yes,Home,Yes
QPTCLAMDFC,37,113145,74341,598,58,4,14.59,24,0.3,High School,Full-time,Married,Yes,No,Education,No
GBV6T5PIEK,52,95299,81939,444,99,2,3.23,60,0.79,PhD,Part-time,Married,No,Yes,Home,No
VLISBA0W29,65,46626,140364,406,61,2,3.55,48,0.62,PhD,Full-time,Single,Yes,No,Home,No
98KYOHH8CF,42,75794,14788,552,26,1,10.96,24,0.63,High School,Full-time,Married,No,No,Home,Yes
OF97S6UIZS,52,125986,138424,745,99,3,14.46,36,0.88,High School,Full-time,Married,No,Yes,Auto,Yes
TBBK3G20PZ,42,33131,71783,422,78,3,13.99,24,0.84,Bachelor's,Self-employed,Single,Yes,Yes,Other,No
J5J91CEJ95,46,32886,86815,341,33,1,19.71,60,0.17,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes
GNLPIB2439,35,110748,196239,379,1,4,21.51,48,0.26,High School,Self-employed,Divorced,Yes,Yes,Education,No
H1X226XJUD,63,64784,123091,672,58,4,17.2,48,0.33,Master's,Part-time,Single,Yes,No,Home,Yes
NESELSF1WS,35,59929,182885,691,115,2,17.82,12,0.8,Bachelor's,Unemployed,Divorced,No,No,Education,No
9UTAXWAVTA,19,126702,50493,589,42,2,17.21,48,0.21,Bachelor's,Full-time,Single,Yes,Yes,Business,No
0YB7KA6Z8G,52,40949,89073,371,0,2,3.69,12,0.66,Bachelor's,Self-employed,Single,No,Yes,Education,No
8FPIOAZAFS,33,80939,97406,715,97,3,16.61,48,0.86,Master's,Full-time,Single,Yes,No,Business,No
6QIELUAMDC,58,19553,179459,364,65,3,2.72,48,0.78,Master's,Self-employed,Married,Yes,Yes,Other,No
7DZDHKS1RQ,53,68103,121907,681,51,1,8.24,24,0.79,Master's,Part-time,Divorced,No,No,Other,Yes
AXUBO85V9M,50,61012,146528,423,110,2,24.35,48,0.74,Bachelor's,Self-employed,Divorced,No,No,Business,Yes
9LQUUTAF6Q,21,83269,16848,747,115,3,7.24,60,0.74,Master's,Self-employed,Divorced,Yes,Yes,Home,Yes
Q2L0W607RK,50,66861,119251,839,80,4,20.1,24,0.69,PhD,Unemployed,Single,No,Yes,Home,Yes
J7C6VENGA7,31,94001,186700,808,26,4,9.97,60,0.41,High School,Full-time,Divorced,Yes,No,Business,Yes
48501I4578,38,90026,85781,728,84,1,19.95,36,0.7,Bachelor's,Unemployed,Married,Yes,No,Education,Yes
5IAUOSF3ZU,65,20013,227242,730,65,1,21.93,12,0.67,PhD,Part-time,Single,No,Yes,Business,No
J9J5PZE92M,37,116949,42529,662,8,3,23.12,24,0.16,PhD,Full-time,Single,Yes,Yes,Business,Yes
8HGB121YYI,25,43470,188375,490,99,4,13.53,48,0.63,Master's,Full-time,Single,Yes,Yes,Business,No
Q1YMT4IWUY,24,64544,138247,839,9,2,14.52,36,0.31,High School,Unemployed,Single,Yes,Yes,Business,No
LC9WVW2SDL,20,37722,220616,473,83,3,9.85,24,0.68,PhD,Part-time,Married,Yes,Yes,Other,No
DJDLSGD2YI,34,126552,174472,812,38,3,24.21,48,0.18,Master's,Unemployed,Divorced,No,No,Other,No
Q0HXEFJK17,50,147122,139900,832,63,4,6.21,60,0.61,PhD,Part-time,Single,Yes,No,Home,No
Z64NH1LZXQ,65,96299,51752,455,69,4,15.43,36,0.87,PhD,Self-employed,Divorced,Yes,No,Auto,Yes
D1YUL3KAXH,29,76596,161843,374,67,4,19.31,48,0.21,Bachelor's,Full-time,Married,Yes,No,Other,No
AO53P0PCEZ,68,91446,65709,653,0,4,21.77,60,0.28,Bachelor's,Part-time,Married,Yes,Yes,Auto,Yes
MW6NDAPMET,39,67640,17812,402,20,1,14.97,12,0.41,High School,Part-time,Married,Yes,No,Business,No
RIUAI581RD,39,135974,172423,518,99,2,13.47,48,0.39,PhD,Full-time,Single,No,Yes,Home,Yes
SE7MHSPO2X,63,103486,21859,676,107,2,8.22,48,0.73,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes
JUW6YPEOVY,47,114729,152289,309,98,1,3.84,12,0.8,Bachelor's,Self-employed,Divorced,No,No,Business,No
VG1SKR3YP0,55,144351,153788,814,35,3,16.42,48,0.55,Master's,Self-employed,Divorced,Yes,No,Other,No
O9FR23AM59,55,137136,196226,695,53,1,19.07,12,0.45,Bachelor's,Unemployed,Married,Yes,Yes,Education,No
6MOD5DZRZA,62,82032,25481,465,70,4,4.79,24,0.62,PhD,Self-employed,Single,Yes,No,Education,Yes
8AYY3APPJO,68,120816,49277,748,38,4,18.69,12,0.61,Bachelor's,Self-employed,Married,Yes,No,Home,No
QPOXF3QGPS,25,138579,181181,535,49,1,5.48,24,0.17,Master's,Part-time,Married,Yes,Yes,Auto,Yes
UQ52ZMITZ5,44,123224,129392,617,30,2,6.27,60,0.59,PhD,Unemployed,Single,No,No,Business,No
X1GCPKHBBP,44,69372,182126,376,101,4,6.17,48,0.58,Master's,Unemployed,Divorced,No,No,Home,Yes
TVASVOLDIP,51,122296,187785,553,23,2,7.64,48,0.16,PhD,Full-time,Married,Yes,Yes,Other,Yes
VQV9D7EKI1,38,37962,143441,679,17,2,17.12,24,0.3,Master's,Full-time,Divorced,No,Yes,Education,Yes
U6881DFDAI,47,46335,240597,453,42,1,4.58,12,0.21,High School,Part-time,Single,Yes,Yes,Auto,Yes
MQL6CEIYV5,50,111010,220554,475,76,1,22.62,24,0.79,Bachelor's,Self-employed,Divorced,No,Yes,Home,No
Z4K8FVJTDW,45,109740,243284,711,10,1,9.63,36,0.55,Master's,Part-time,Single,Yes,No,Auto,No
DGIJHQ41BM,64,47552,212203,842,114,2,6.91,24,0.71,High School,Part-time,Divorced,Yes,No,Auto,Yes
JLQY46QMF8,50,18906,194770,635,4,3,10.52,12,0.48,Bachelor's,Self-employed,Divorced,Yes,No,Auto,No
BLQBPDCVI7,22,28117,212209,695,83,3,22.09,48,0.15,Bachelor's,Unemployed,Married,Yes,No,Other,Yes
0ECICJ8862,65,144737,114935,497,61,2,6.16,60,0.82,Master's,Unemployed,Married,No,No,Home,Yes
3TNPUM9KIK,36,101388,219183,493,65,1,13.85,48,0.56,PhD,Full-time,Divorced,Yes,No,Education,No
J2KFQ3Z1QI,21,15954,103009,774,54,3,24.54,36,0.53,Master's,Unemployed,Single,No,Yes,Other,No
IQ6UXN3X7W,52,80726,106098,477,79,2,9.76,24,0.49,Master's,Part-time,Single,Yes,Yes,Education,No
IN5F1P7UYH,66,94405,99918,481,94,3,14.82,60,0.23,PhD,Self-employed,Single,Yes,No,Business,Yes
TGE9NEFFAJ,34,24764,161647,670,111,2,11.14,36,0.42,PhD,Self-employed,Single,Yes,No,Other,No
X0ZC1AALCC,61,99528,40005,374,111,1,7.11,24,0.53,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes
E4O8XT853B,45,66737,20903,413,108,4,10.26,24,0.8,PhD,Unemployed,Single,No,No,Business,Yes
55QXQCYB9R,47,111570,105113,551,50,3,14.17,48,0.82,PhD,Full-time,Divorced,No,No,Auto,Yes
0A8R85UWUK,46,21073,52020,773,115,1,5.07,12,0.2,Master's,Part-time,Married,Yes,No,Business,Yes
WQCS32GG05,63,32500,224408,634,77,1,13.39,60,0.41,Master's,Full-time,Married,No,Yes,Home,No
PYW7XIKQTL,23,140592,152242,737,98,3,12.72,48,0.13,Bachelor's,Part-time,Single,Yes,No,Home,No
20GKG3HQOH,52,89505,80340,634,19,3,20.02,36,0.5,PhD,Self-employed,Single,No,No,Home,Yes
FGNEEH9HCO,58,84901,120786,761,8,4,20.53,36,0.61,Master's,Full-time,Single,Yes,No,Business,No
IEMKNQEA3E,54,33660,227356,782,64,3,2.64,12,0.55,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes
65N27E7JX1,41,112529,145723,610,46,4,14.42,36,0.51,Master's,Full-time,Married,Yes,No,Home,No
RCQEEZYJQB,46,54693,169555,513,6,2,4.31,12,0.19,PhD,Unemployed,Single,No,No,Auto,No
NO2TOJP92Q,66,81801,6871,646,60,3,16.32,12,0.68,Bachelor's,Unemployed,Single,No,Yes,Home,Yes
1FHSF641UG,63,141579,218850,360,55,4,7.12,60,0.31,Bachelor's,Unemployed,Married,Yes,No,Other,Yes
IJXE26HG5E,48,93300,211605,456,11,4,10.35,24,0.32,Master's,Self-employed,Divorced,No,No,Other,No
JPFDPWL1WI,52,108825,245290,653,76,1,2.85,60,0.85,High School,Part-time,Married,Yes,Yes,Other,No
SFFFHRLQX8,50,80680,175937,732,11,3,14.5,12,0.38,Bachelor's,Unemployed,Divorced,Yes,No,Other,No
ELAEGS1DV8,69,53557,239096,789,116,2,16.37,60,0.15,Bachelor's,Full-time,Divorced,Yes,No,Education,No
LDQN6ET1GR,38,149975,156294,611,88,3,13.9,12,0.56,PhD,Part-time,Single,Yes,Yes,Business,No
2UWRLR5BN0,49,96778,68210,536,37,3,17.97,36,0.4,Master's,Self-employed,Divorced,Yes,Yes,Auto,Yes
WJEO3GG4TE,40,99026,123150,497,63,2,15.17,12,0.87,High School,Part-time,Divorced,Yes,Yes,Home,Yes
RBGYQW2ZUP,50,33014,118574,344,2,1,19.84,12,0.84,Master's,Full-time,Single,Yes,No,Business,No
46RZKJH8HL,20,125194,154168,536,17,3,10.27,12,0.22,High School,Self-employed,Single,No,No,Business,Yes
8K1LTEKDQR,35,73542,216167,405,68,3,16.54,36,0.38,PhD,Full-time,Divorced,Yes,No,Other,No
QD624NO72X,42,96539,243212,837,99,2,2.25,12,0.83,Master's,Full-time,Married,Yes,Yes,Other,Yes
BJI9WGPEL4,59,78631,16521,826,110,1,24.81,36,0.73,Master's,Full-time,Divorced,No,No,Education,Yes
8TNR6U5NX5,48,95084,204381,723,6,3,23.45,12,0.32,High School,Self-employed,Single,No,Yes,Other,Yes
TJ35Z2OW75,20,70614,112869,506,60,1,8.09,36,0.78,High School,Part-time,Divorced,Yes,Yes,Education,Yes
RPEK6XYY2E,57,70279,13832,379,41,2,7.92,24,0.23,Master's,Self-employed,Single,Yes,No,Home,No
NR7X7N3A1C,63,38176,52978,370,2,3,15.49,60,0.84,Bachelor's,Self-employed,Single,Yes,No,Business,No
FUNQ99ZWEZ,41,70467,49877,690,91,2,13.8,24,0.69,Bachelor's,Self-employed,Single,No,No,Education,No
T54DFCFDI6,67,86990,98898,521,12,4,2.4,36,0.32,High School,Unemployed,Divorced,No,No,Business,No
38IW19HACO,49,97194,6756,479,24,2,10.2,48,0.22,Bachelor's,Part-time,Divorced,Yes,No,Education,Yes
76Y5ROCVK3,64,34681,90593,678,96,3,2.91,36,0.21,Bachelor's,Self-employed,Married,No,No,Home,No
V1K4XN81WS,39,94038,166144,715,4,1,4.73,36,0.36,Bachelor's,Full-time,Single,No,Yes,Auto,No
JBM5T33Q8E,40,96803,113636,739,27,2,10.26,24,0.31,Bachelor's,Unemployed,Married,No,Yes,Auto,Yes
9XL7EALXY1,19,66280,130725,495,117,1,18.09,24,0.66,PhD,Unemployed,Single,No,No,Other,No
87Y2Q8W9LI,44,117886,24397,679,27,3,4.64,24,0.64,Bachelor's,Self-employed,Married,No,Yes,Business,No
2CM348DR8Y,59,62619,199692,414,23,1,16.92,12,0.61,Bachelor's,Self-employed,Married,Yes,No,Home,Yes
KSM4UQLRJG,19,37915,154326,325,53,3,2.49,48,0.74,High School,Self-employed,Single,Yes,Yes,Other,Yes
I0TZWM08O1,43,64266,219314,320,81,1,14.87,60,0.33,High School,Part-time,Divorced,Yes,Yes,Business,Yes
SO8H0AQK9A,34,146364,243719,555,30,1,2.37,24,0.63,High School,Part-time,Single,No,No,Business,No
8ZNCDUVO9N,57,39476,74426,718,82,3,18.14,12,0.62,High School,Part-time,Married,Yes,Yes,Auto,Yes
WOEHAUDOSH,50,86461,128874,602,39,3,20.58,12,0.75,Master's,Self-employed,Divorced,Yes,Yes,Education,Yes
XKFYZZZ8BE,26,48143,24854,435,95,2,21.35,60,0.33,Bachelor's,Full-time,Single,Yes,No,Other,No
0FIBUHRZK0,60,143376,210111,307,69,4,21.88,24,0.72,High School,Full-time,Married,No,Yes,Home,Yes
A09C1UYOND,65,109863,23012,802,99,2,13.2,48,0.42,Bachelor's,Part-time,Single,Yes,No,Auto,No
8ZVJNGSJ0Y,56,60506,226352,505,58,3,18.01,60,0.38,Bachelor's,Self-employed,Divorced,No,No,Education,Yes
V9IKY9LOGX,46,130449,100266,341,52,1,18.26,24,0.85,PhD,Self-employed,Married,No,No,Auto,Yes
1JWXFG8KCH,59,139807,122762,794,82,1,10.11,12,0.36,Master's,Self-employed,Married,No,Yes,Business,No
2VXYOAD56R,43,48279,118998,571,22,3,15.03,24,0.29,Bachelor's,Self-employed,Single,No,No,Home,No
BLGKON7RQ0,52,89486,20728,848,12,4,12.85,12,0.59,High School,Unemployed,Married,Yes,Yes,Other,No
UHKH4NXL4Q,67,123299,233487,624,115,2,6.1,24,0.18,PhD,Part-time,Single,Yes,No,Other,No
WYXDESH6C2,42,106797,242028,427,61,2,3.81,12,0.46,Master's,Self-employed,Single,No,No,Home,No
8J26MNADBX,41,134204,189185,675,23,4,8.55,36,0.7,Bachelor's,Part-time,Divorced,Yes,Yes,Home,No
7TOUMQQO03,30,119467,142355,630,58,1,10.92,12,0.4,Master's,Self-employed,Married,No,Yes,Auto,No
82CKAMDOX0,24,131393,140113,320,66,1,11.08,36,0.34,Master's,Full-time,Single,No,Yes,Education,No
LQZH24AJ6L,53,77583,179212,420,9,2,20.42,60,0.49,Master's,Part-time,Single,Yes,No,Other,Yes
0T2CBGI7RB,62,124174,80143,494,110,2,17.19,36,0.36,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes
I7WYK79DCP,37,52295,104156,514,56,3,5.72,36,0.49,High School,Unemployed,Divorced,No,Yes,Education,No
7L9XC4389F,18,79231,157380,776,24,2,13.71,60,0.89,High School,Full-time,Married,Yes,No,Other,No
ADOCQOMUKZ,25,78243,222966,616,18,1,18.66,60,0.74,High School,Full-time,Divorced,No,Yes,Home,Yes
Y11NBU2K5Q,63,88324,15440,501,27,4,18.59,24,0.26,PhD,Unemployed,Single,Yes,Yes,Home,Yes
I8JAYTQDXL,33,79201,217455,459,82,4,23.06,12,0.17,PhD,Part-time,Single,Yes,No,Auto,Yes
WIBVLKG16A,31,146965,32296,687,60,4,3.34,24,0.51,Master's,Full-time,Married,No,Yes,Education,Yes
B2GE5UH4PL,29,60231,108847,364,66,2,8.76,36,0.84,Master's,Part-time,Single,No,No,Education,Yes
C7AOPY7VOY,68,92660,202389,824,119,2,13.71,48,0.51,Bachelor's,Self-employed,Single,Yes,Yes,Other,No
DAJBVDU7EC,40,85694,50722,827,88,3,6.01,60,0.53,Bachelor's,Unemployed,Single,Yes,No,Auto,Yes
EGA8S6JSQ7,32,72104,55257,771,3,4,2.25,12,0.23,Master's,Unemployed,Divorced,Yes,Yes,Home,No
6E05XIV43Q,45,113966,241109,769,101,3,8.93,12,0.43,Master's,Full-time,Divorced,Yes,Yes,Business,No
CIP26P4SY5,51,65738,40224,530,40,1,18.54,48,0.16,High School,Unemployed,Divorced,No,Yes,Business,No
6HIKVQSY6R,19,90296,14357,541,51,2,15.69,48,0.15,Master's,Full-time,Single,No,No,Other,Yes
08GN4X38KU,49,99272,133880,425,34,3,7.07,60,0.59,PhD,Part-time,Divorced,No,No,Other,No
MZH5E8WTE8,40,85946,20737,350,67,4,19.67,24,0.23,High School,Full-time,Married,Yes,Yes,Home,No
4ADU9I7PMB,39,120980,93703,415,103,3,20.87,60,0.12,Bachelor's,Full-time,Divorced,Yes,No,Education,Yes
PBJZ9UJY6G,68,145503,183534,316,18,3,18.11,36,0.44,Bachelor's,Self-employed,Single,No,Yes,Education,No
0ZL7AFN3SZ,42,63648,220167,684,60,2,2.73,60,0.72,Bachelor's,Full-time,Single,Yes,No,Auto,No
AW9CSCN1TJ,39,49381,138288,348,102,4,7.78,24,0.44,High School,Self-employed,Single,Yes,Yes,Business,Yes
FLUPWAVJZ6,39,57128,18767,328,106,4,2.07,12,0.23,PhD,Full-time,Divorced,Yes,No,Home,Yes
3T3RRANZ2B,66,139669,215085,563,103,2,14.31,36,0.26,PhD,Self-employed,Divorced,Yes,Yes,Other,No
F5KDTCYQ7O,69,17779,115520,775,43,1,10.37,12,0.61,PhD,Self-employed,Single,Yes,No,Home,No
TCEOP82321,59,110815,46704,700,112,1,17.96,24,0.51,High School,Self-employed,Married,Yes,No,Education,Yes
9997EPWAY6,23,92689,237221,671,87,4,8.1,24,0.6,High School,Unemployed,Married,Yes,No,Business,No
RVJ4WQ45XO,32,18881,58835,658,18,1,8.18,48,0.65,Bachelor's,Part-time,Divorced,Yes,No,Home,No
